tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at
'2036461824967585964',"🚨 VIRAL: Tim Dillion Just Wen't SCORCHED EARTH On The U.S. War Machine: America And Israel Are Just Like Two JUNKY METH HEADS... The World Has Had ENOUGH!💉🌍

Comedian Tim Dillon (@TimJDillon) just delivered one of the most brutally honest takedowns of the escalating Iran conflict, saying out loud what the rest of the globe is already thinking.

In a viral rant, Dillon stripped away the geopolitical propaganda and compared the United States and Israel to ""two junkie meth heads"" that the rest of the world has officially had enough of.

Here is his brutal, unfiltered breakdown of the current disaster:

Dillon pointed out that the rest of the globe is completely exhausted by our foreign policy. ""Nobody is excited right now to hear anything about the United States or Israel. No one in this world wants to hear about that.""

He absolutely ripped into the arrogance of American ""psychopaths"" traveling abroad to justify the military's actions—like whacking the Ayatollah during Ramadan—while casually warning European countries that they should ""look out for more refugees and more terrorist attacks"" as a result of our interventions.

Dillon highlighted the sheer insanity of demanding global help for the Strait of Hormuz crisis while Israel pushes to ""attack 19 other countries."" His ultimate conclusion? ""We're literally destabilizing the world... in a major way.""

The establishment media is trying to sell the public on a righteous, sterile war. Tim Dillon just gave us the ugly truth. The world is tired of the chaos, and we are the ones causing it.",en,Tweet,48,587,150,9,16409,3/24/2026
'2036450760016244830',@journoaus @tylerbowyer i am now looking for more proof connecting Senator Farnworth. I bet this goes all the way ti the senate,en,Reply,0,0,0,0,101,3/24/2026
'2036229472995659988',"🚨VIRAL:  Watch Candace Owens REACT To What JOE ROGAN Just SAID About Erika Kirk- The NARRATIVE Is Collapsing 😂 

Tonight, Candace Owens highlighted a massive shift in the culture: The biggest podcaster in the world just validated what we’ve all been seeing. Joe Rogan went on his show and asked the exact questions the establishment is terrified to answer about Turning Point USA and Erika Kirk.

Here is what happens when the truth goes mainstream. 🔥

Rogan didn't hold back. He openly discussed Erika Kirk’s bizarre behavior, her intense demeanor, and most importantly—her highly suspicious appearance in a CIA informational video about EMPs (Electromagnetic Pulses) and cyber threats.

Rogan asked the obvious question about her appearance in the government film: ""You're doing an acting gig for the CIA... who calls you for that? My agent never hit me with that one."" He then directly acknowledged the massive, growing online theory: ""There's a lot of people that think she was his [Charlie's] handler.""

Candace dropped the hammer on the CIA video excuse. The establishment tried to gaslight the public by claiming it was just a random acting role.

Candace’s response completely shattered that defense: ""You gotta get approved from the CIA to be in a CIA documentary... And no, she's not acting, she's specifically referring to her mother's business model: EMPs. She's not acting, she's involved."" ### THE ESTABLISHMENT PANICThe gatekeepers are melting down. Mark Levin and others immediately attacked Rogan on X, calling it a ""total disgrace."" Why the panic? Because, as Candace points out, they are losing their grip on the narrative. ""Everybody can sense that something is not right with Erica,"" Candace noted. They are losing the battle to convince the public that up is down.

Candace ended the segment with a devastating point regarding the ongoing attacks on whistleblowers like Joe Kent. If insiders release texts showing what Charlie Kirk was actually going through, his shifting geopolitical views, and his final days... why would that hurt his wife? It only hurts her if she has been lying to the public this entire time.

Candace, Tucker Carlson, Megyn Kelly, and Joe Kent aren't colluding—they are just independently telling the truth. And they are doing it to stop a hostile takeover of Charlie Kirk's legacy by the very people who claim to represent him.

The truth is out. The biggest platform in the world is talking about it. And not even the establishment can stop it now. 🇺🇸⚓️

FOLLOW @RealCandaceO, RT, and watch her FULL episode below. 👇",en,Tweet,2480,9479,1845,152,615752,3/23/2026
'2036224328463798359',"🚨 TPUSA CAUGHT LYING: Leaked Texts DESTROY Kolvet’s “Tarmac Hug” Story – Was on Charlie’s Plane the Whole Time?! 💥

The official narrative of what happened on the day Charlie Kirk was assassinated just completely collapsed.

Tonight, Candace Owens took to her podcast and released the most explosive evidence to date: the leaked, internal group chat between Turning Point USA executives from September 10th.

These messages directly contradict the official story told by TPUSA spokesperson Andrew Kolvet regarding his whereabouts, his flights, and the now-infamous ""Tarmac Hug"" with Erika Kirk.

Here is the exact timeline Candace just exposed, and why it proves the syndicate is lying. 📉🕵️‍♂️

Andrew Kolvet, the chief spokesperson for TPUSA, told Candace a very specific story about the day Charlie died. He claimed that he was in Santa Barbara with his wife when the shooting occurred. He claimed he booked a private plane and flew to Provo, Utah three hours later (departing at  PM).

According to his story, he flew to Provo, stepped off the plane, and immediately ""collapsed"" into a ""boo-hoo crying"" hug with Charlie's wife, Erika Kirk, on the tarmac.

Candace immediately suspected this was a lie. Why would Erika Kirk wait on a tarmac for over an hour for the PR guy to land instead of rushing to the hospital to see her husband?

PART 2: THE LEAKED RECEIPTS (THE TRUTH)
Candace just dropped the internal TPUSA communications group chat from that exact day. The chat includes Andrew Kolvet, Justin Streiff (the new COO), and Marina Minas (CMO).

The timestamps on these messages completely destroy Kolvet's timeline.
 PM (Utah Time): Charlie Kirk is shot.

 PM: Kolvet messages the group, stating they can publicly confirm Charlie has been shot.

 PM: The team asks Kolvet a crucial PR question about putting someone on Fox News.

Kolvet goes completely silent. For nearly two hours, the chief spokesperson for the organization is unreachable during the biggest crisis in their history.

 PM: Kolvet finally replies. His excuse? ""Sorry on the plane, this just loaded.""

If Kolvet's official story was true, he would have been sitting in Santa Barbara from  PM to  PM waiting for his flight. He would have had full internet and cell service.

Instead, his own text message admits he was ""on the plane"" and his messages ""just loaded"" (meaning he was in the air without Wi-Fi) during that exact window.

PART 3: WHO WAS REALLY ON THE PLANE?
Candace matched Kolvet's ""blackout"" window ( PM -  PM) with the actual flight logs from that day.

 PM: Charlie Kirk's personal plane leaves Scottsdale, AZ.

 PM: Charlie Kirk's plane lands in Provo, UT.

Andrew Kolvet didn't fly out of Santa Barbara hours later with his wife. The text timestamps suggest Kolvet was already on a plane during that window—highly likely Charlie Kirk's own plane.

This means the dramatic story he told Candace about flying in later and having a spontaneous, emotional ""tarmac hug"" with Erika Kirk was a fabricated narrative.

PART 4: THE COVER-UP & THE COLLATERAL DAMAGE

Because Kolvet was secretly in the air and unreachable, the burden of writing the official corporate death statement for Charlie Kirk fell to Aubrey, a 26-year-old junior employee.

Marina Minas (CMO) forced this young staffer to draft the most emotionally traumatizing public statement in the organization's history because the senior PR executive was inexplicably off the grid. (Adding insult to injury, Candace notes that TPUSA leadership later fired Aubrey over a conversation with an Uber driver).

THE BOTTOM LINE
The Turning Point executives have been caught in a massive, verifiable lie about their movements and communications on the day their founder was assassinated.

Why did Andrew Kolvet lie about what plane he was on? Why did he lie about when he flew? And why did he fabricate the story of the ""tarmac hug"" with Erika Kirk?

They are hiding something massive about the timeline of September 10th. And Candace Owens just brought the receipts. 🇺🇸⚓️

FOLLOW @RealCandaceO, RT and Watch her FULL podcast below. 👇",en,Tweet,0,544,150,19,30379,3/23/2026
'2036223644326584531',"🚨 BREAKING: Leaked TEXTS Just Destroyed The OFFICIAL TPUSA Narrative On The DAY Charlie Kirk Was Assassinated. 💥🤯

Look closely at these screenshots. We just got our hands on the internal executive group chat from September 10th, and it completely shatters the timeline we were sold by Turning Point USA leadership.

TPUSA Spokesperson Andrew Kolvet claimed he was waiting in Santa Barbara and flew to Utah hours after Charlie was assassinated, culminating in a dramatic, crying ""tarmac hug"" with Charlie's wife, Erika Kirk.

The timestamps in these leaked chats prove he was lying about his location.
The Blackout: Kolvet went completely dark and was unreachable during the exact window Charlie's personal plane was in the air from Scottsdale to Provo.

Instead of being on the ground with full cell service like he claimed, Kolvet texts the executive group right in the middle of the crisis: ""Sorry on the plane this just loaded"".

Later that afternoon, during another massive media crisis about confirming Charlie's death, Kolvet reappears with another excuse: ""My internet just came back on"".

Because the head of PR was secretly in the air and off the grid, TPUSA forced a 26-year-old junior staffer to draft the official death statement.

Why did Andrew Kolvet lie about his timeline? Why did he lie about what plane he was on? And why did they fabricate the story of the ""tarmac hug""?

The cover-up is collapsing in real-time. 🇺🇸⚓️

FOLLOW @RealCandaceO, RT and watch her FULL podcast below to learn more. 👇",en,Tweet,505,3101,987,57,130783,3/23/2026
'2036208905500373019',"🚨EXPOSED: They Don't Even Know How To PRETEND They AREN'T Guilty""— Candace Owens Just EXPOSED The Turning Point COVER-UP. 😱

The walls are closing in on the Turning Point USA syndicate, and their own panic is giving them away.

Candace Owens just took to her podcast to break down the absolutely shocking aftermath of Joe Kent’s interview with Tucker Carlson—and it completely exposes the TPUSA executives and Erika Kirk.

Here is exactly what is happening behind the scenes, and why Turning Point is terrified. 👇

Joe Kent, the former Director of National Counterterrorism, went on Tucker Carlson and dropped a bombshell: He was actively stopped from investigating foreign leads and linkages regarding the assassination of Charlie Kirk. He explicitly stated that Kash Patel and the FBI halted the investigation, stopping them from running down crucial data points about Charlie’s final days and his efforts to stop a war with Iran.

If your organization's founder was tragically assassinated, and a top counterterrorism official went on national television to say his investigation into foreign involvement was shut down by the feds... what would your reaction be?

You would be outraged. You would demand answers. You would demand the investigation be reopened.

But that’s not what Turning Point USA did. Instead of being angry at the people who stopped the investigation, TPUSA executives and Erika Kirk's loyalists instantly went on the attack against Joe Kent.

TPUSA allies immediately began demanding that Joe Kent be thrown in prison, accusing him of being a ""leaker.""

Today, TPUSA executive Andrew Kolvet went on the radio to publicly target Kent, accusing him of leaking the now-infamous private text messages that proved Charlie Kirk was under immense pressure from pro-Israel donors and feared for his life just hours before he died.

But Candace Owens just pointed out their fatal flaw:By attacking Joe Kent as a ""leaker,"" Turning Point is accidentally confessing that the information is 100% true.

If Joe Kent leaked the truth, and that truth harms Erika Kirk and TPUSA executives, it means they have been lying to the public this entire time. They actively hid Charlie's final text messages, his shifting geopolitical views, and his fear for his own life. They allowed massive donors to lie about Charlie's legacy, and they are only mad because Joe Kent and Candace Owens brought the receipts to the light.

Turning Point USA isn't acting like an organization seeking justice for its founder. They are acting like a cartel trying to plug a leak.

As Candace perfectly summarized: ""Liars hate when they get caught... They always forget how to just pretend that they aren't guilty.""

The truth is out. Daylight is the best disinfectant. And the TPUSA syndicate is officially out of places to hide. 🔦🇺🇸

FOLLOW @RealCandaceO, RT and watch her FULL episode below. 👇",en,Tweet,34,440,146,18,20786,3/23/2026
'2036201683550662913',"EXPLOSIVE! TPUSA Accuses Joe Kent Of Leaking To Harm Erika! | Candace Ep 314 From: @RealCandaceO FOLLOW Her!
https://t.co/78Q8fqtC44",en,Reply,0,151,40,5,1160234,3/23/2026
'2036201681646399543',"🚨 BREAKING: Candace Owens Just Revealed She Has New EXPLOSIVE Information About The ""TARMAC HUG"" Between Andrew Kolvet And Erika Kirk 😱

Tonight, Candace Owens took to her podcast to defend former Director of Counter-Terrorism Joe Kent—and in the process, she just teased the most explosive piece of evidence yet regarding the day Charlie Kirk died.

We have the exact breakdown of what Candace just revealed. Here is the anatomy of the Turning Point panic. 📉🕵️‍♂️

Joe Kent recently resigned as the Director of Counter-Terrorism. Almost immediately after his resignation, he was swarmed by an organized online attack accusing him of leaking sensitive information directly to Candace Owens.

Candace revealed that Andrew Kolvet (a top Turning Point USA executive) actively participated in this hit job. Kolvet publicly retweeted a post demanding that Joe Kent be arrested for leaking classified documents.

Why is a Turning Point executive calling for the federal arrest of a former America First counter-terrorism director?

Candace didn't hold back. She explicitly stated why the Turning Point machine is trying to exact revenge on Joe Kent:

""Joe Kent told the truth about something, and that something made Erika Kirk, Charlie's wife, look very foolish.""

The syndicate is panicking. They aren't attacking Kent over national security; Candace is alleging they are attacking him to protect the CEO of TPUSA and bury whatever truth he exposed about her behind closed doors.

THE ""TARMAC HUG"" BOMBSHELL

This is the killshot. For months, the internet has been asking questions about the timeline, the behavior, and the strange alliances formed on the exact day Charlie Kirk tragically died.

Tonight, Candace announced that she is officially sitting on ""unbelievably explosive news"" regarding the now-infamous ""tarmac hug"" between Erika Kirk and Andrew Kolvet.

Kolvet is the exact same executive now demanding Joe Kent be arrested. If Joe Kent leaked the truth about what was really happening behind the scenes—and if Candace is about to drop the receipts on the timeline of that tarmac embrace—the entire official narrative of how the Turning Point succession happened is going to collapse.

The Turning Point executives are allegedly using threats of federal arrest to silence whistleblowers who know the truth about what happened on the day the movement's founder died.

Candace has the information. She knows about the hug. She knows why they are terrified of Joe Kent. And she is about to drop it all.

The Turning Point Syndicate is losing control of the narrative. 🇺🇸⚓️",en,Tweet,0,1361,255,60,76933,3/23/2026
'2036197216973431049',@ValVenisEnt @tylerbowyer i agree,en,Reply,0,0,0,0,225,3/23/2026
'2036196483918102803',"🚨SHOCKING: The App Store privacy disclosure for Early Vote Action, Woend By SUPERFEED says collected data ""may be used to track you across apps and websites owned by other companies. Who has access to Superfeed's DATA?
Do they sell the data and to WHO?",en,Tweet,0,0,0,0,2212,3/23/2026
'2036107647682834539',"@janarjett55 @tylerbowyer @TPUSA yeah he's a wussy, he blocked me or else i would of asked him directly.",en,Reply,0,0,0,0,248,3/23/2026
'2036107525230141771',@RealJustinAllen @Mia_Stretch @tylerbowyer of really. that's interesting. will check them out. thanks,en,Reply,0,0,0,0,257,3/23/2026
'2036107239249912228',@ctap372 @tylerbowyer that's weird. you're not blocked or anything,en,Reply,0,0,0,0,182,3/23/2026
'2036107004796645650',@6cactuswrens @tylerbowyer this is the truth. i was up all night pulling files and doing research. i am not saying there isn't more. if you have proof you can DM me or email it to me at projectconstitutionvideos@gmail.com. i am not done with this stroy by any means though... there is a lot more there.,en,Reply,0,0,0,0,334,3/23/2026
'2036103735529623885',"Candace Owens Convinces Joe Rogan About Erika Kirk — Joe Rogan UNLEASHES on Her | #35 From: @iamcoachcolin FOLLOW him!
https://t.co/KlNcXSJbzG",en,Reply,0,0,0,0,6384,3/23/2026
'2036103732920771044',"🚨SHOCKING: It's Just Been Revealed That Erika Kirk Lived NEXT To Kanye West In NYC —Was Erika Responsible For Driving A WEDGE Between Candace Owens and Kanye West? 🤯

Coach Colin just dropped a new video taking about the link connecting Candace Owens, Kanye West, and Turning Point USA CEO Erika Kirk. And the real estate receipts are backing it up.

Here is the breakdown of the timeline, the addresses, and the theory that suggests the ""Deep State"" stepped in to permanently separate Kanye and Candace before they got too powerful.

THE TIMELINE & THE CONNECTIONS
In early 2018, Candace Owens and Charlie Kirk (then head of TPUSA) were spending significant time with Kanye West. They were actively exposing him to conservative values, and Kanye famously tweeted: ""I love the way Candace Owens thinks."" According to Colin, this alliance was becoming too influential, too fast.

Enter Erika Kirk.

At the exact same time Candace and Charlie were working with Kanye, Erika was living in New York. According to researchers (like the account 'M' on X), Erika lived at 640 Broadway—just one block away from Kanye’s apartment. But it’s not just proximity. Colin highlights documentation suggesting the apartment building Erika lived in was allegedly owned by the Wynhaven Group, chaired by Alan Rothstein. Furthermore, Kanye's Soho apartment was allegedly listed by the same real estate group Erika worked for.

THE SABOTAGE
Candace Owens recently revealed on a podcast that a source provided her with ""actual proof"" that during the height of the Kanye/Candace alliance, Erika Kirk was allegedly ""back-dialing and telling people that she knew the people that were around Kanye... and pushed for that tweet to go out.""

The tweet in question? On October 30, 2018, Kanye completely turned his back on Candace and the ""Blexit"" movement, tweeting that he was distancing himself from politics and had been ""used to spread messages I don't believe in.""

Candace claims she had all the receipts proving Kanye actively helped her build the Blexit logo, yet he suddenly turned on her and lied to the public.

THE ""HANDLER"" THEORY
Colin drops the ultimate theory: Erika Kirk wasn't just a girlfriend; she was a handler.

""It almost like Charlie was getting assigned his handler... push Candace away. She will be assigned her handler, and then they just go forward from there.""

Colin suggests that the unmanaged alliance between Candace, Charlie, and Kanye was too dangerous to the establishment. They needed to be separated and ""handled."" Erika allegedly used her real estate/family connections in New York to infiltrate Kanye's circle, force the wedge between him and Candace, and isolate Charlie Kirk.

Was the destruction of the Blexit alliance a coordinated hit? And did Erika Kirk use her proximity in Soho to pull the strings?

The rabbit hole is getting deeper. 🕳️🐇

Be sure to FOLLOW @iamcoachcolin and watch his FULL podcast below. 👇",en,Tweet,0,1233,249,43,60051,3/23/2026
'2036087368797618231',@Deabel131445 @RealCandaceO Looney Loomer,en,Reply,0,0,0,0,425,3/23/2026
'2036079267671335257',@RealCandaceO Oh no...  You will be trending now claiming you are a Russian agent now because of that post. lol 😂,en,Reply,0,0,0,0,9829,3/23/2026
'2036074152046543233',@hull_pamala @ScarikaKirk i really don't think those kids are actually her's,en,Reply,0,0,0,0,29,3/23/2026
'2036073992881164438',@LandmannDeborah @FoxNews i did too.  we are in the same boat.,en,Reply,0,0,0,0,19,3/23/2026
'2036073296379199495',"@TillyYurtle i agree, but he should of never issued it in the first place, or one better... Never gotten into this war for Israel at all",en,Reply,0,0,0,0,265,3/23/2026
'2036072928232489236',@RalphC2025 true. where's that Fort Knox gold audit btw?? funny how they just quietly killed that off,en,Reply,0,0,0,0,502,3/23/2026
'2036072585956352469',@JamesHaganIV @tylerbowyer thank you. we put a lot of work into this story to make sure it was accurate.,en,Reply,0,0,0,0,334,3/23/2026
'2036071566304256318',This is CRITICAL!!! ⚠️⚠️⚠️,en,Tweet,0,0,0,0,2741,3/23/2026
'2036069195037716686',@nihilox He is a sad sad man,en,Reply,0,0,0,0,632,3/23/2026
'2036067847915413571',"@paramounttactcl hey let's be real, Trump backed down. that being said, nobody is happier then me. I don't want anyone to be destroyed. i constantly pray for peace. Hopefully they will both learn to de-esclate",en,Reply,0,0,0,0,74,3/23/2026
'2036065534643470678',@valentinab9154 @tylerbowyer big time,en,Reply,0,0,0,0,372,3/23/2026
'2036065464573431905',@Rissajohns @tylerbowyer me too. hopefully he will need another Pardon after this goes viral,en,Reply,0,0,0,0,350,3/23/2026
'2036059130683682977',"🚨EXPOSED: How Tyler Bowyer is ALLEGEDLY Using  TPUSA Donor Money to SEIZE the Utility that Stole His FAMILY'S Land. 

Subscribe to my NEW Substack 👇https://t.co/LyxjX3BPUs",en,Tweet,0,0,0,0,2196,3/23/2026
'2036057210946519199',@FoxNews False https://t.co/MhqTQVGRk2,en,Reply,0,0,0,0,11088,3/23/2026
'2036055061743194583',"🚨 BREAKING: IRAN Just CALLED Trump's BLUFF— Iran Top OFFICIAL DENIES ""Secret Talks"". 🤔

Just hours after President Trump announced a massive 11th-hour U-turn on his 48-hour ultimatum to bomb Iranian infrastructure, Iran has issued a furious official statement that completely shatters the White House narrative.

Trump claimed he postponed the military strikes due to ""very good and productive conversations."" According to a top Iranian security official speaking directly to state media, this is a complete fabrication.

The Tasnim News Agency has just published the official response, and it is a total denial of all of the President's claims: 🔗 Read the primary source here: https://t.co/uBVb4gCvKW
Here is exactly what Iran's security apparatus is stating:

NO NEGOTIATIONS: ""There are no negotiations with Trump"" and there has been no direct or indirect contact.

FORCED RETREAT: Trump didn't back down for peace. The security official explicitly stated that ""his withdrawal is due to Iranian military threats,"" not diplomacy.

STALL TACTICS: They claim the U.S. is simply trying to ""buy time"" in the ongoing conflict.

FAKE NEWS: The President's claims of productive talks are nothing but ""psychological warfare.""

THE BLOCKADE STAYS: The Strait of Hormuz will not return to pre-war conditions as long as this psychological warfare continues.

The narrative just collapsed. Iran is publicly broadcasting to the world that Trump backed down from his own ultimatum out of fear of retaliation, not because of a secret diplomatic breakthrough.

With Hormuz still locked down and both sides accusing the other of lying, the geopolitical tension just skyrocketed. What happens when Trump's 5-day ""postponement"" runs out?",en,Tweet,0,280,150,76,55386,3/23/2026
'2036052048592957814',@DesmoLTwin33 @TCNetwork agreed. the American people need to know our congress are compromised,en,Reply,0,0,0,0,222,3/23/2026
'2036049951902355663',"🚨 BREAKING: Trump BLINKS First—48-Hour Ultimatum to Iran DROPPED at the Last Minute. 🕊️

Just minutes before his 48-hour deadline was set to expire at midnight, Donald Trump officially backed down from his threats to bomb civilian power and water facilities in Iran.

After threatening catastrophic military action, Trump just announced a massive 11th-hour U-turn on Truth Social. Instead of fire and fury, he is now claiming that the U.S. and Iran are having ""very good and productive conversations"" regarding a ""complete and total resolution"" to hostilities in the Middle East.

Citing the ""tenor and tone"" of these secret meetings, Trump stated he has officially instructed the military to POSTPONE any and all strikes against Iranian power plants and energy infrastructure for at least a 5-day period.

After pushing the world to the absolute brink of an all-out regional war, the administration is suddenly hitting the brakes. Did he lose his nerve, or is a historic deal actually on the table?

Either way, the bombs aren't dropping tonight.

🙏 Pray for peace.",en,Tweet,0,0,0,0,32906,3/23/2026
'2036047022562709815',"The post details allegations that Tyler Bowyer, COO of Turning Point Action, is channeling donor funds into the April 7, 2026, Salt River Project (SRP) board election to settle a family score from a 2005 eminent domain case where SRP seized his grandfather's land, potentially unlocking real estate gains if his endorsed candidates win.
It connects the effort to broader conflicts, including possible favoritism toward contracts for Erika Kirk's mother, Lori Frantzve, whose firms like AZ Tech International focus on EMP grid protection, and the use of Charlie Kirk's September 2025 memorial for SRP voter drives.
Public records confirm TPAction's heavy involvement in the low-profile SRP race for energy policy influence, but claims of vendetta-driven self-dealing draw from court filings and Senate testimonies that highlight ethical risks in PAC spending",en,Reply,0,0,0,0,124,3/23/2026
'2036046564452450774',@sandysolis1023 @tylerbowyer yeah it's a lot to unpack.,en,Reply,0,0,0,0,566,3/23/2026
'2036045483081122297',@BadLarryBureau @tylerbowyer exactly. this is a big deal. I sure hope AZ Governor @GovernorHobbs will investigate this. everyone should tag her!,en,Reply,0,0,0,0,351,3/23/2026
'2036045115219665058',"@gigabasedd @tylerbowyer so many of them seem to have a history of fraud surrounding them,",en,Reply,0,0,0,0,556,3/23/2026
'2036043917708120190',@elizabellahmom @grok quid pro quo,es,Reply,0,1,0,0,61,3/23/2026
